-755.00		-108039.00
-2546.00	-107860.00
-5769.00	-107323.00
-8097.00	-106965.00
-11141.00	-106428.00
-13468.00	-106070.00
-16154.00	-105353.00
-17945.00	-104816.00
-20452.00	-104100.00
-22422.00	-103384.00
-24391.00	-102667.00
-26003.00	-101772.00
-27793.00	-101056.00
-28689.00	-100698.00
-30300.00	-99802.00
-31375.00	-98907.00
-32986.00	-98012.00
-34598.00	-96579.00
-35672.00	-95147.00
-36747.00	-93893.00
-38179.00	-92103.00
-38716.00	-90312.00
-39433.00	-89417.00
-40507.00	-87268.00
-41223.00	-84761.00
-41581.00	-81717.00
-41581.00	-79568.00
-41402.00	-76345.00
-41402.00	-71869.00
-40686.00	-69362.00
-39612.00	-66318.00
-38895.00	-64348.00
-38716.00	-63095.00
-37463.00	-61125.00
-36388.00	-58081.00
-35672.00	-56111.00
-35314.00	-54500.00
-35135.00	-52351.00
-35135.00	-50739.00
-35493.00	-48770.00
-36030.00	-47695.00
-36926.00	-46621.00
-37642.00	-45905.00
-35851.00	-44830.00
-33523.00	-45367.00
-31554.00	-45367.00
-28868.00	-45009.00
-27077.00	-43040.00
-26003.00	-42144.00
-24391.00	-39816.00
-23675.00	-37489.00
-22780.00	-35161.00
-21884.00	-33012.00
-21705.00	-30505.00
-21705.00	-27640.00
-21642.00	-24997.00
-15520.00	-24997.00
-18364.00	-25944.00
-20022.00	-28551.00
-19549.00	-30210.00
-19075.00	-32579.00
-17653.00	-34712.00
-15757.00	-35659.00
-13625.00	-37555.00
-12677.00	-40162.00
-13625.00	-43479.00
-15757.00	-44664.00
-19549.00	-44664.00
-21207.00	-43005.00
-23103.00	-44190.00
-22155.00	-45849.00
-20259.00	-47507.00
-14572.00	-47507.00
-11729.00	-45612.00
-10781.00	-43716.00
-9596.00	-40636.00
-9596.00	-38977.00
-10781.00	-37081.00
-12440.00	-34949.00
-13625.00	-33527.00
-15757.00	-31394.00
-16468.00	-29973.00
-15757.00	-29025.00
-14099.00	-28551.00
-12203.00	-28788.00
-12440.00	-26181.00
-15520.00	-24997.00
-21642.00	-24997.00
-21635.00	-24698.00
15450.00	-24698.00
12370.00	-25882.00
12133.00	-28489.00
14029.00	-28252.00
15687.00	-28726.00
16398.00	-29674.00
15687.00	-31095.00
13555.00	-33228.00
12370.00	-34650.00
10711.00	-36782.00
9526.00		-38678.00
9526.00		-40337.00
10711.00	-43417.00
11659.00	-45313.00
14502.00	-47208.00
20189.00	-47208.00
22085.00	-45550.00
23033.00	-43891.00
21137.00	-42706.00
19479.00	-44365.00
15687.00	-44365.00
13555.00	-43180.00
12607.00	-39863.00
13555.00	-37256.00
15687.00	-35360.00
17583.00	-34413.00
19005.00	-32280.00
19479.00	-29911.00
19952.00	-28252.00
18294.00	-25645.00
15450.00	-24698.00
-21635.00	-24698.00
-21526.00	-20119.00
-22063.00	-17613.00
-23317.00	-15464.00
-24033.00	-14568.00
-25287.00	-13494.00
-26383.00	-13157.00
-29646.00	-13278.00
-30121.00	-13673.00
-30556.00	-13311.00
-30658.00	-13315.00
-30682.00	-13206.00
-31196.00	-12778.00
-30841.00	-12494.00
-31017.00	-11703.00
-29047.00	-9555.00
-28868.00	-6869.00
-29047.00	-5615.00
-29138.00	-4245.00
-29942.00	-2034.00
-30479.00	1368.00
-30479.00	11025.00
-30587.00	11038.00
-30014.00	15478.00
-28581.00	19633.00
-26433.00	23214.00
-24570.00	25076.00
-22565.00	26652.00
-20130.00	28371.00
-16405.00	30090.00
-13397.00	31093.00
-11391.00	31522.00
-7667.00	31952.00
-5583.00	32213.00
-5583.00	32219.00
-5031.00	32267.00
-5031.00	32690.00
-5028.00	32690.00
-3877.00	100880.00
-4900.00	100880.00
-4903.00	100816.00
-6469.00	101000.00
-2500.00	101000.00
-2500.00	32000.00
-1000.00	32000.00
-1000.00	101000.00
1000.00		101000.00
1000.00		32000.00
2500.00		32000.00
2500.00		101000.00
-6469.00	101000.00
-7380.00	101107.00
-7201.00	105226.00
-5769.00	105405.00
-5232.00	107195.00
-2725.00	107733.00
-2725.00	109344.00
-2546.00	110598.00
-755.00		111314.00
-755.00		111306.00
736.00		111306.00
736.00		111314.00
2527.00		110598.00
2706.00		109344.00
2706.00		107733.00
5213.00		107195.00
5750.00		105405.00
7182.00		105226.00
7361.00		101107.00
4751.00		100800.00
3800.00		100800.00
4951.00		32610.00
4956.00		32609.00
4949.00		32267.00
5564.00		32218.00
5564.00		32213.00
7648.00		31952.00
11372.00	31522.00
13378.00	31093.00
16386.00	30090.00
20111.00	28371.00
22546.00	26652.00
24551.00	25076.00
26414.00	23214.00
28562.00	19633.00
29995.00	15478.00
30568.00	11038.00
30460.00	11025.00
30460.00	1368.00
29923.00	-2034.00
29119.00	-4245.00
29028.00	-5615.00
28849.00	-6869.00
29028.00	-9555.00
30998.00	-11703.00
30822.00	-12494.00
31177.00	-12778.00
30663.00	-13206.00
30639.00	-13315.00
30537.00	-13311.00
30102.00	-13673.00
29627.00	-13278.00
26364.00	-13157.00
